codice_istat,Comune,Codice_Regione,Codice_Provincia,Nuclei_familiari_percettori_RDC_luglio_2020,Nuclei_familiari_percettori_PDC_luglio_2020,Individui_coinvolti_luglio_2020,Numero_componenti_per_famiglia,Numero_donne_per_famiglia,Numero_minori_<_18_anni_per_famiglia,Numero_anziani_>_75_anni_per_famiglia,Importo_medio_mensile,Dev.standard_importo_mensile,Uomini_residenti_al_1-1-2020,Donne_residenti_al_1-1-2020,Popolazione_residente_al_1-1-2020,Takeup,Takeup_donne
i813,solza,3.0,16.0,14.0,0.0,33.0,1.941,0.941,0.471,0.118,506.699,302.418,1037.0,984.0,2021.0,0.016,0.016
i815,somaglia,3.0,98.0,30.0,6.0,91.0,2.528,1.306,0.611,0.056,462.348,325.159,1887.0,1945.0,3832.0,0.024,0.024
i817,somano,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.77,126.292,166.0,158.0,324.0,0.0,0.0
i819,sommalombardo,3.0,12.0,162.0,19.0,426.0,2.354,1.227,0.669,0.066,525.77,267.686,8593.0,8968.0,17561.0,0.024,0.025
i820,sommavesuviana,15.0,63.0,1326.0,94.0,4062.0,2.861,1.502,0.764,0.044,605.292,296.172,16778.0,17489.0,34267.0,0.119,0.122
i821,sommacampagna,5.0,23.0,60.0,11.0,153.0,2.155,1.085,0.521,0.197,397.342,252.586,7378.0,7419.0,14797.0,0.01,0.01
i822,sommarivadelbosco,1.0,4.0,69.0,10.0,169.0,2.139,1.203,0.456,0.127,426.815,286.148,3133.0,3200.0,6333.0,0.027,0.03
i823,sommarivaperno,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.092,478.949,1329.0,1409.0,2738.0,0.0,0.0
i824,sommatino,19.0,85.0,287.0,24.0,747.0,2.402,1.235,0.559,0.084,540.593,248.101,3128.0,3506.0,6634.0,0.113,0.11
i825,sommo,3.0,18.0,8.0,0.0,16.0,1.778,1.222,0.333,0.111,607.118,142.12,577.0,586.0,1163.0,0.014,0.019
i826,sona,5.0,23.0,74.0,16.0,211.0,2.344,1.244,0.656,0.178,470.854,281.706,8784.0,8881.0,17665.0,0.012,0.013
i827,soncino,3.0,19.0,43.0,7.0,120.0,2.4,1.38,0.58,0.1,487.191,290.711,3714.0,3852.0,7566.0,0.016,0.018
i828,sondalo,3.0,14.0,15.0,5.0,29.0,1.45,0.6,0.25,0.1,467.432,275.554,1969.0,2058.0,4027.0,0.007,0.006
i829,sondrio,3.0,14.0,261.0,41.0,638.0,2.113,1.152,0.497,0.086,437.627,247.034,10062.0,11415.0,21477.0,0.03,0.03
i830,songavazzo,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.464,361.95,357.0,353.0,710.0,0.0,0.0
i831,sonico,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.517,92.365,624.0,616.0,1240.0,0.0,0.0
i832,sonnino,12.0,59.0,143.0,14.0,346.0,2.204,1.146,0.605,0.051,496.562,233.241,3733.0,3740.0,7473.0,0.046,0.048
i835,soprana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i838,sora,12.0,60.0,536.0,45.0,1357.0,2.336,1.26,0.527,0.062,536.322,277.551,12508.0,13110.0,25618.0,0.053,0.056
i839,soragadifassa,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,329.0,689.0,0.0,0.0
i840,soragna,8.0,34.0,12.0,4.0,35.0,2.188,1.312,0.75,0.188,367.381,270.967,2399.0,2415.0,4814.0,0.007,0.009
i841,sorano,9.0,53.0,46.0,0.0,96.0,1.959,0.98,0.469,0.041,441.179,244.891,1584.0,1622.0,3206.0,0.03,0.03
i843,sorboserpico,15.0,64.0,18.0,0.0,40.0,2.105,1.0,0.632,0.053,496.087,211.106,283.0,283.0,566.0,0.071,0.067
i844,sorbosanbasile,18.0,79.0,26.0,0.0,63.0,2.423,1.308,0.654,0.0,583.172,231.655,392.0,393.0,785.0,0.08,0.087
i845,sorbolo,0.0,0.0,4.0,0.0,6.0,1.2,0.6,0.0,0.2,396.972,140.905,0.0,0.0,0.0,0.0,0.0
i847,sordevolo,1.0,96.0,15.0,4.0,35.0,1.842,0.947,0.316,0.158,377.05,223.738,644.0,695.0,1339.0,0.026,0.026
i848,sordio,3.0,98.0,12.0,0.0,30.0,2.5,1.167,0.667,0.0,524.461,302.421,1737.0,1699.0,3436.0,0.009,0.008
i849,soresina,3.0,19.0,97.0,7.0,290.0,2.788,1.394,0.962,0.067,451.582,237.061,4232.0,4435.0,8667.0,0.033,0.033
i850,sorgà,5.0,23.0,16.0,0.0,42.0,2.471,1.235,0.882,0.059,413.43,236.935,1513.0,1481.0,2994.0,0.014,0.014
i851,sorgono,20.0,91.0,22.0,7.0,58.0,2.0,1.207,0.448,0.172,354.944,222.505,796.0,810.0,1606.0,0.036,0.043
i852,sori,7.0,10.0,32.0,7.0,80.0,2.051,1.103,0.436,0.103,438.831,260.61,1953.0,2103.0,4056.0,0.02,0.02
i853,sorianello,18.0,102.0,36.0,0.0,94.0,2.611,1.056,0.639,0.0,455.019,231.027,586.0,555.0,1141.0,0.082,0.068
i854,sorianocalabro,18.0,102.0,85.0,6.0,224.0,2.462,1.231,0.56,0.022,506.168,229.623,1147.0,1159.0,2306.0,0.097,0.097
i855,sorianonelcimino,12.0,56.0,147.0,31.0,360.0,2.022,1.146,0.371,0.101,462.606,269.677,3909.0,4102.0,8011.0,0.045,0.05
i856,sorico,3.0,13.0,8.0,0.0,14.0,1.75,0.875,0.25,0.0,573.331,235.225,609.0,614.0,1223.0,0.011,0.011
i857,soriso,1.0,3.0,4.0,0.0,8.0,1.6,0.6,0.0,0.2,489.624,211.239,356.0,389.0,745.0,0.011,0.008
i858,sorisole,3.0,16.0,40.0,0.0,100.0,2.381,0.929,0.714,0.048,515.225,271.641,4523.0,4551.0,9074.0,0.011,0.009
i860,sormano,3.0,13.0,11.0,0.0,23.0,1.769,0.538,0.308,0.077,466.747,232.503,351.0,283.0,634.0,0.036,0.025
i861,sorradile,20.0,95.0,13.0,0.0,15.0,1.071,0.357,0.071,0.0,361.194,177.019,172.0,184.0,356.0,0.042,0.027
i862,sorrento,15.0,63.0,97.0,25.0,240.0,1.967,1.098,0.393,0.213,427.494,243.38,7697.0,8378.0,16075.0,0.015,0.016
i863,sorso,20.0,90.0,540.0,33.0,1287.0,2.246,1.082,0.487,0.023,555.402,237.776,7388.0,7137.0,14525.0,0.089,0.087
i864,sortino,19.0,89.0,253.0,12.0,552.0,2.083,1.125,0.494,0.015,557.832,210.139,4154.0,4237.0,8391.0,0.066,0.07
i865,sospiro,3.0,19.0,12.0,0.0,32.0,2.286,1.286,0.714,0.071,481.239,281.358,1563.0,1554.0,3117.0,0.01,0.012
i866,sospirolo,5.0,25.0,9.0,5.0,20.0,1.429,0.929,0.071,0.357,268.762,190.057,1534.0,1570.0,3104.0,0.006,0.008
i867,sossano,5.0,24.0,23.0,0.0,56.0,2.154,1.154,0.577,0.154,514.561,295.356,2154.0,2084.0,4238.0,0.013,0.014
i868,sostegno,1.0,96.0,4.0,0.0,7.0,1.75,1.5,0.25,0.0,469.85,323.158,367.0,398.0,765.0,0.009,0.015
i869,sottoilmontegiovannixxiii,3.0,16.0,12.0,0.0,23.0,1.643,0.857,0.357,0.0,466.618,299.012,2265.0,2236.0,4501.0,0.005,0.005
i871,sover,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.816,207.46,421.0,386.0,807.0,0.0,0.0
i872,soverato,18.0,79.0,337.0,41.0,757.0,2.003,1.09,0.439,0.045,495.965,238.833,4098.0,4689.0,8787.0,0.086,0.088
i873,sovere,3.0,16.0,26.0,4.0,60.0,2.0,1.167,0.467,0.033,426.236,268.088,2566.0,2668.0,5234.0,0.011,0.013
i874,soveriamannelli,18.0,79.0,96.0,4.0,209.0,2.09,1.09,0.34,0.04,516.19,243.162,1402.0,1548.0,2950.0,0.071,0.07
i875,soveriasimeri,18.0,79.0,48.0,0.0,127.0,2.49,1.314,0.745,0.078,512.143,217.281,739.0,770.0,1509.0,0.084,0.087
i876,soverzene,5.0,25.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,179.0,186.0,365.0,0.003,0.0
i877,sovicille,9.0,52.0,43.0,7.0,116.0,2.32,1.14,0.52,0.18,445.365,256.26,4774.0,5131.0,9905.0,0.012,0.011
i878,sovico,3.0,108.0,32.0,0.0,65.0,1.97,1.03,0.515,0.03,501.675,216.802,4072.0,4244.0,8316.0,0.008,0.008
i879,sovizzo,5.0,24.0,14.0,0.0,27.0,1.688,0.75,0.25,0.062,489.469,180.594,3708.0,3809.0,7517.0,0.004,0.003
i880,sozzago,1.0,3.0,6.0,0.0,22.0,3.143,1.429,0.857,0.143,589.274,450.945,517.0,559.0,1076.0,0.02,0.018
i881,spadafora,19.0,83.0,186.0,33.0,514.0,2.347,1.233,0.484,0.142,563.751,280.226,2323.0,2497.0,4820.0,0.107,0.108
i884,spadola,18.0,102.0,24.0,0.0,58.0,2.148,1.0,0.37,0.0,492.183,241.311,410.0,403.0,813.0,0.071,0.067
i885,sparanise,15.0,61.0,201.0,24.0,562.0,2.498,1.36,0.524,0.08,531.252,277.982,3522.0,3773.0,7295.0,0.077,0.081
i886,sparone,1.0,1.0,13.0,5.0,32.0,1.778,0.944,0.333,0.222,430.884,264.831,467.0,494.0,961.0,0.033,0.034
i887,specchia,16.0,75.0,111.0,5.0,256.0,2.207,1.138,0.526,0.009,496.288,211.487,2241.0,2408.0,4649.0,0.055,0.055
i888,spello,10.0,54.0,60.0,10.0,138.0,1.971,1.014,0.529,0.1,491.927,257.301,4013.0,4421.0,8434.0,0.016,0.016
i891,sperlinga,19.0,86.0,12.0,0.0,31.0,2.214,1.071,0.429,0.214,380.331,214.462,341.0,364.0,705.0,0.044,0.041
i892,sperlonga,12.0,59.0,35.0,10.0,83.0,1.844,0.978,0.378,0.089,433.215,237.804,1598.0,1601.0,3199.0,0.026,0.027
i893,sperone,15.0,64.0,121.0,9.0,305.0,2.346,1.238,0.477,0.085,577.608,265.592,1824.0,1917.0,3741.0,0.082,0.084
i894,spessa,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.513,209.694,257.0,267.0,524.0,0.0,0.0
i895,spezzanoalbanese,18.0,78.0,350.0,25.0,849.0,2.264,1.101,0.483,0.021,471.448,223.765,3379.0,3454.0,6833.0,0.124,0.12
i896,spezzanodellasila,18.0,78.0,141.0,11.0,323.0,2.125,1.099,0.461,0.079,485.182,235.212,2212.0,2166.0,4378.0,0.074,0.077
i899,spiazzo,4.0,22.0,7.0,0.0,13.0,1.857,0.571,0.714,0.0,465.769,204.052,613.0,641.0,1254.0,0.01,0.006
i901,spignomonferrato,1.0,6.0,13.0,0.0,21.0,1.5,0.643,0.143,0.0,500.319,203.907,485.0,489.0,974.0,0.022,0.018
i902,spignosaturnia,12.0,59.0,32.0,8.0,82.0,2.05,1.275,0.55,0.075,558.446,263.497,1401.0,1490.0,2891.0,0.028,0.034
i903,spilamberto,8.0,36.0,47.0,0.0,104.0,2.08,1.18,0.62,0.02,449.965,265.678,6326.0,6409.0,12735.0,0.008,0.009
i904,spilimbergo,6.0,93.0,55.0,16.0,148.0,2.085,1.211,0.493,0.141,403.05,241.434,5847.0,6148.0,11995.0,0.012,0.014
i905,spilinga,18.0,102.0,31.0,0.0,81.0,2.531,1.188,0.625,0.0,551.85,233.35,713.0,728.0,1441.0,0.056,0.052
i906,spinadesco,3.0,19.0,8.0,0.0,22.0,2.0,1.455,0.636,0.273,535.932,325.577,727.0,747.0,1474.0,0.015,0.021
i907,spinazzola,16.0,110.0,186.0,24.0,455.0,2.167,1.19,0.448,0.095,497.113,263.896,2977.0,3227.0,6204.0,0.073,0.077
i908,spinea,5.0,27.0,138.0,50.0,352.0,1.872,1.133,0.42,0.239,391.238,263.924,13210.0,14409.0,27619.0,0.013,0.015
i909,spineda,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.083,201.939,303.0,307.0,610.0,0.0,0.0
i910,spinete,14.0,70.0,18.0,0.0,30.0,1.667,0.667,0.278,0.0,573.327,139.175,614.0,611.0,1225.0,0.024,0.02
i911,spinetoscrivia,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,174.0,351.0,0.0,0.0
i912,spinetoli,11.0,44.0,99.0,10.0,240.0,2.202,1.11,0.523,0.083,417.864,262.387,3585.0,3724.0,7309.0,0.033,0.032
i914,spinod'adda,3.0,19.0,35.0,7.0,99.0,2.357,1.214,0.643,0.071,491.796,303.884,3416.0,3425.0,6841.0,0.014,0.015
i916,spinoneallago,3.0,16.0,5.0,0.0,14.0,1.75,1.0,0.25,0.125,475.201,322.113,483.0,508.0,991.0,0.014,0.016
i917,spinoso,17.0,76.0,21.0,0.0,43.0,1.955,0.955,0.455,0.045,530.965,200.284,680.0,722.0,1402.0,0.031,0.029
i919,spirano,3.0,16.0,36.0,0.0,78.0,2.0,1.308,0.615,0.077,442.345,252.891,2844.0,2838.0,5682.0,0.014,0.018
i921,spoleto,10.0,54.0,444.0,69.0,1172.0,2.285,1.191,0.552,0.113,476.749,277.779,18130.0,19259.0,37389.0,0.031,0.032
i922,spoltore,13.0,68.0,272.0,29.0,649.0,2.156,1.176,0.465,0.086,500.823,250.83,9124.0,9564.0,18688.0,0.035,0.037
i923,spongano,16.0,75.0,44.0,5.0,119.0,2.429,1.224,0.571,0.082,472.463,267.738,1673.0,1860.0,3533.0,0.034,0.032
i924,spormaggiore,4.0,22.0,6.0,0.0,23.0,3.286,1.571,0.714,0.0,370.123,418.323,667.0,598.0,1265.0,0.018,0.018
i925,sporminore,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,355.0,705.0,0.0,0.0
i926,spotorno,7.0,9.0,43.0,8.0,106.0,2.078,1.137,0.373,0.118,452.967,270.339,1697.0,1886.0,3583.0,0.03,0.031
i927,spresiano,5.0,26.0,71.0,15.0,211.0,2.453,1.302,0.721,0.14,395.774,266.602,6002.0,6166.0,12168.0,0.017,0.018
i928,spriana,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.04,194.751,40.0,41.0,81.0,0.0,0.0
i929,squillace,18.0,79.0,132.0,11.0,315.0,2.203,1.07,0.448,0.056,519.049,253.089,1770.0,1794.0,3564.0,0.088,0.085
i930,squinzano,16.0,75.0,415.0,35.0,1073.0,2.384,1.227,0.502,0.047,529.42,255.768,6602.0,7103.0,13705.0,0.078,0.078
i932,staffolo,11.0,42.0,13.0,0.0,20.0,1.429,0.643,0.071,0.071,452.051,206.511,1062.0,1112.0,2174.0,0.009,0.008
i935,stagnolombardo,3.0,19.0,4.0,0.0,9.0,1.8,1.0,0.2,0.2,210.11,153.414,741.0,754.0,1495.0,0.006,0.007
i936,staiti,18.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.017,479.992,98.0,113.0,211.0,0.0,0.0
i937,stalettì,18.0,79.0,82.0,6.0,204.0,2.318,1.068,0.523,0.034,513.733,221.964,1183.0,1170.0,2353.0,0.087,0.08
i938,stanghella,5.0,28.0,28.0,6.0,71.0,2.088,1.206,0.588,0.206,419.925,233.356,2016.0,2086.0,4102.0,0.017,0.02
i939,staranzano,6.0,31.0,32.0,9.0,72.0,1.756,0.902,0.341,0.122,436.411,273.121,3637.0,3672.0,7309.0,0.01,0.01
i941,stazzano,1.0,6.0,20.0,4.0,42.0,1.75,0.917,0.458,0.042,434.432,273.946,1172.0,1219.0,2391.0,0.018,0.018
i942,stazzema,9.0,46.0,46.0,8.0,109.0,2.019,1.093,0.222,0.093,462.58,237.286,1468.0,1490.0,2958.0,0.037,0.04
i943,stazzona,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,298.0,612.0,0.0,0.0
i945,stefanaconi,18.0,102.0,83.0,0.0,225.0,2.616,1.209,0.605,0.023,538.893,244.626,1185.0,1209.0,2394.0,0.094,0.086
i946,stella,7.0,9.0,32.0,5.0,65.0,1.757,0.865,0.405,0.027,512.552,247.086,1501.0,1460.0,2961.0,0.022,0.022
i947,stellanello,7.0,9.0,9.0,0.0,21.0,1.75,0.583,0.417,0.25,470.604,272.02,443.0,388.0,831.0,0.025,0.018
i948,stelvio/stilfs,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,554.0,1150.0,0.0,0.0
i949,stenico,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.19,214.401,634.0,573.0,1207.0,0.0,0.0
i950,sternatia,16.0,75.0,21.0,0.0,45.0,2.045,1.182,0.545,0.0,519.882,195.387,1036.0,1185.0,2221.0,0.02,0.022
i951,stezzano,3.0,16.0,51.0,7.0,126.0,2.172,1.276,0.552,0.0,442.36,272.84,6521.0,6663.0,13184.0,0.01,0.011
i953,stienta,5.0,29.0,18.0,0.0,46.0,2.3,1.25,0.45,0.05,484.665,280.436,1571.0,1593.0,3164.0,0.015,0.016
i954,stigliano,17.0,77.0,63.0,6.0,128.0,1.855,0.841,0.174,0.072,445.134,234.381,1829.0,2042.0,3871.0,0.033,0.028
i955,stignano,18.0,80.0,59.0,0.0,178.0,2.918,1.426,0.836,0.033,517.625,217.178,662.0,622.0,1284.0,0.139,0.14
i956,stilo,18.0,80.0,95.0,10.0,233.0,2.219,1.019,0.495,0.019,464.519,227.109,1274.0,1211.0,2485.0,0.094,0.088
i959,stimigliano,12.0,57.0,55.0,4.0,122.0,2.068,1.169,0.356,0.017,490.91,263.228,1138.0,1139.0,2277.0,0.054,0.061
i960,stio,15.0,65.0,20.0,0.0,57.0,2.591,1.364,0.682,0.091,481.166,225.051,380.0,413.0,793.0,0.072,0.073
i962,stornara,16.0,71.0,80.0,8.0,228.0,2.591,1.216,0.705,0.023,467.227,264.88,2863.0,2815.0,5678.0,0.04,0.038
i963,stornarella,16.0,71.0,68.0,8.0,193.0,2.539,1.408,0.697,0.053,438.29,247.734,2507.0,2628.0,5135.0,0.038,0.041
i964,storo,4.0,22.0,25.0,0.0,70.0,2.593,1.296,1.148,0.074,313.847,251.932,2245.0,2338.0,4583.0,0.015,0.015
i965,stra,5.0,27.0,38.0,16.0,112.0,2.074,1.056,0.519,0.222,443.134,293.033,3695.0,3939.0,7634.0,0.015,0.014
i968,stradella,3.0,18.0,85.0,25.0,213.0,1.936,1.036,0.427,0.136,454.192,261.221,5636.0,6053.0,11689.0,0.018,0.019
i969,strambinello,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,142.0,269.0,0.0,0.0
i970,strambino,1.0,1.0,47.0,6.0,90.0,1.698,0.755,0.245,0.094,455.393,274.168,2994.0,3176.0,6170.0,0.015,0.013
i973,strangolagalli,12.0,60.0,28.0,4.0,68.0,2.125,1.094,0.344,0.125,463.551,258.317,1131.0,1213.0,2344.0,0.029,0.029
i974,stregna,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.486,154.841,178.0,149.0,327.0,0.0,0.0
i975,strembo,4.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,292.0,295.0,587.0,0.002,0.003
i976,stresa,1.0,103.0,20.0,7.0,48.0,1.778,1.037,0.37,0.148,384.335,258.321,2227.0,2408.0,4635.0,0.01,0.012
i977,strevi,1.0,6.0,39.0,0.0,105.0,2.625,1.225,0.775,0.0,578.26,277.476,945.0,951.0,1896.0,0.055,0.052
i978,striano,15.0,63.0,306.0,16.0,931.0,2.891,1.447,0.866,0.016,577.636,283.305,4378.0,4353.0,8731.0,0.107,0.107
i980,strona,1.0,96.0,9.0,0.0,24.0,2.4,0.9,0.7,0.0,395.958,276.95,520.0,536.0,1056.0,0.023,0.017
i981,stroncone,10.0,55.0,40.0,6.0,97.0,2.109,1.087,0.435,0.065,562.524,261.319,2387.0,2347.0,4734.0,0.02,0.021
i982,strongoli,18.0,101.0,351.0,39.0,926.0,2.374,1.19,0.536,0.038,501.87,241.047,3125.0,3272.0,6397.0,0.145,0.142
i984,stroppiana,1.0,2.0,13.0,0.0,32.0,2.133,1.267,0.4,0.0,546.074,259.558,564.0,599.0,1163.0,0.028,0.032
i985,stroppo,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.48,17.706,46.0,54.0,100.0,0.0,0.0
i986,strozza,3.0,16.0,5.0,0.0,9.0,1.8,0.8,0.2,0.0,454.05,135.319,556.0,504.0,1060.0,0.008,0.008
i990,sturno,15.0,64.0,33.0,0.0,95.0,2.639,1.5,0.639,0.056,541.607,247.656,1446.0,1486.0,2932.0,0.032,0.036
i991,subbiano,9.0,51.0,79.0,9.0,201.0,2.284,1.136,0.636,0.08,476.04,281.355,3166.0,3209.0,6375.0,0.032,0.031
i992,subiaco,12.0,58.0,156.0,28.0,383.0,2.082,1.125,0.326,0.054,518.079,277.584,4301.0,4398.0,8699.0,0.044,0.047
i993,succivo,15.0,61.0,351.0,27.0,1013.0,2.68,1.384,0.651,0.061,616.11,304.824,4323.0,4350.0,8673.0,0.117,0.12
i994,sueglio,3.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,83.0,153.0,0.0,0.0
i995,suelli,20.0,111.0,29.0,0.0,58.0,2.0,0.931,0.241,0.069,522.177,166.222,554.0,544.0,1098.0,0.053,0.05
i996,suello,3.0,97.0,5.0,0.0,7.0,1.4,0.6,0.4,0.0,561.044,92.105,878.0,906.0,1784.0,0.004,0.003
i997,suisio,3.0,16.0,10.0,4.0,31.0,2.214,1.071,0.571,0.286,369.34,272.138,1916.0,1871.0,3787.0,0.008,0.008
i998,sulbiate,3.0,108.0,20.0,5.0,56.0,2.24,1.24,0.64,0.04,404.845,287.787,2190.0,2138.0,4328.0,0.013,0.014
l002,sulzano,3.0,17.0,14.0,4.0,36.0,2.0,1.111,0.444,0.111,420.516,228.705,972.0,972.0,1944.0,0.019,0.021
l003,sumirago,3.0,12.0,19.0,0.0,55.0,2.5,1.409,0.682,0.091,549.855,252.807,3005.0,3094.0,6099.0,0.009,0.01
l004,summonte,15.0,64.0,37.0,0.0,95.0,2.436,1.103,0.487,0.026,627.922,220.561,748.0,762.0,1510.0,0.063,0.056
l006,suni,20.0,95.0,29.0,0.0,72.0,2.4,1.167,0.567,0.1,640.672,261.072,480.0,552.0,1032.0,0.07,0.063
l007,suno,1.0,3.0,12.0,0.0,35.0,2.692,1.462,0.692,0.077,498.602,199.179,1342.0,1402.0,2744.0,0.013,0.014
l008,supersano,16.0,75.0,95.0,9.0,244.0,2.346,1.106,0.538,0.058,462.782,233.113,2118.0,2141.0,4259.0,0.057,0.054
l009,supino,12.0,60.0,173.0,14.0,415.0,2.219,1.23,0.524,0.043,530.566,255.755,2367.0,2393.0,4760.0,0.087,0.096
l010,surano,16.0,75.0,13.0,0.0,33.0,2.538,1.462,0.923,0.0,531.754,153.746,733.0,844.0,1577.0,0.021,0.023
l011,surbo,16.0,75.0,387.0,27.0,991.0,2.394,1.215,0.524,0.051,541.582,254.196,7110.0,7487.0,14597.0,0.068,0.067
l013,susa,1.0,1.0,79.0,16.0,180.0,1.895,0.8,0.263,0.126,504.675,266.509,2936.0,3238.0,6174.0,0.029,0.023
l014,susegana,5.0,26.0,46.0,10.0,104.0,1.857,1.036,0.446,0.089,424.129,212.293,5867.0,5880.0,11747.0,0.009,0.01
l015,sustinente,3.0,20.0,15.0,0.0,41.0,2.562,1.438,0.562,0.062,520.084,283.931,979.0,1059.0,2038.0,0.02,0.022
l016,sutera,19.0,85.0,8.0,0.0,13.0,1.444,0.889,0.222,0.0,424.01,162.697,609.0,687.0,1296.0,0.01,0.012
l017,sutri,12.0,56.0,93.0,19.0,211.0,1.884,1.0,0.366,0.143,466.423,262.344,3212.0,3270.0,6482.0,0.033,0.034
l018,sutrio,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.044,220.138,616.0,649.0,1265.0,0.0,0.0
l019,suvereto,9.0,49.0,33.0,0.0,90.0,2.5,1.222,0.556,0.028,461.721,258.1,1508.0,1530.0,3038.0,0.03,0.029
l020,suzzara,3.0,20.0,154.0,17.0,432.0,2.526,1.427,0.731,0.058,419.289,263.061,10532.0,10666.0,21198.0,0.02,0.023
l022,taceno,3.0,97.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,665.57,161.786,284.0,251.0,535.0,0.004,0.004
l023,tadasuni,20.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.547,212.127,74.0,73.0,147.0,0.0,0.0
l024,taggia,7.0,8.0,211.0,52.0,534.0,2.03,1.122,0.411,0.125,493.449,300.944,6572.0,7343.0,13915.0,0.038,0.04
l025,tagliacozzo,13.0,66.0,156.0,23.0,397.0,2.218,1.168,0.536,0.078,522.951,255.908,3252.0,3341.0,6593.0,0.06,0.063
l026,tagliodipo,5.0,29.0,58.0,10.0,121.0,1.779,0.956,0.294,0.118,402.212,244.256,4006.0,4052.0,8058.0,0.015,0.016
l027,tagliolomonferrato,1.0,6.0,19.0,4.0,41.0,1.783,0.957,0.174,0.087,389.837,263.665,778.0,764.0,1542.0,0.027,0.029
l030,taibonagordino,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.097,117.435,859.0,884.0,1743.0,0.0,0.0
l032,taino,3.0,12.0,22.0,4.0,53.0,2.038,1.0,0.462,0.115,475.678,238.81,1799.0,1839.0,3638.0,0.015,0.014
l034,talamello,8.0,99.0,4.0,0.0,12.0,3.0,1.25,1.0,0.5,507.42,437.631,520.0,558.0,1078.0,0.011,0.009
l035,talamona,3.0,14.0,15.0,0.0,29.0,1.611,0.833,0.222,0.111,423.994,214.65,2279.0,2363.0,4642.0,0.006,0.006
l036,talana,20.0,91.0,26.0,0.0,45.0,1.552,0.621,0.241,0.069,434.022,131.267,470.0,509.0,979.0,0.046,0.035
l037,taleggio,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.03,325.697,291.0,255.0,546.0,0.0,0.0
l038,talla,9.0,51.0,4.0,0.0,9.0,1.5,0.667,0.333,0.167,419.538,221.64,532.0,467.0,999.0,0.009,0.009
l039,talmassons,6.0,30.0,15.0,0.0,33.0,2.062,0.812,0.125,0.062,437.811,256.798,1945.0,1988.0,3933.0,0.008,0.007
l040,tambre,5.0,25.0,4.0,0.0,5.0,1.25,0.75,0.0,0.0,295.277,206.935,651.0,652.0,1303.0,0.004,0.005
l042,taormina,19.0,83.0,218.0,25.0,474.0,1.951,1.008,0.407,0.066,490.487,241.76,5130.0,5463.0,10593.0,0.045,0.045
l046,tarano,12.0,57.0,21.0,6.0,55.0,2.037,1.111,0.296,0.074,510.639,348.739,684.0,705.0,1389.0,0.04,0.043
l047,tarantapeligna,13.0,69.0,4.0,0.0,9.0,1.5,0.667,0.0,0.0,372.578,202.252,175.0,175.0,350.0,0.026,0.023
l048,tarantasca,1.0,4.0,9.0,0.0,19.0,2.111,1.111,0.667,0.0,401.488,255.609,1105.0,1042.0,2147.0,0.009,0.01
l049,taranto,16.0,73.0,8797.0,778.0,23435.0,2.448,1.309,0.623,0.056,579.032,270.792,91215.0,99835.0,191050.0,0.123,0.126
l050,tarcento,6.0,30.0,79.0,13.0,138.0,1.5,0.717,0.228,0.043,415.863,228.938,4263.0,4645.0,8908.0,0.015,0.014
l055,tarsia,18.0,78.0,52.0,0.0,139.0,2.527,1.418,0.564,0.073,521.126,269.362,970.0,962.0,1932.0,0.072,0.081
