codice_istat,Comune,Codice_Regione,Codice_Provincia,Nuclei_familiari_percettori_RDC_luglio_2020,Nuclei_familiari_percettori_PDC_luglio_2020,Individui_coinvolti_luglio_2020,Numero_componenti_per_famiglia,Numero_donne_per_famiglia,Numero_minori_<_18_anni_per_famiglia,Numero_anziani_>_75_anni_per_famiglia,Importo_medio_mensile,Dev.standard_importo_mensile,Uomini_residenti_al_1-1-2020,Donne_residenti_al_1-1-2020,Popolazione_residente_al_1-1-2020,Takeup,Takeup_donne
A228,altavillairpina,15.0,64.0,182.0,12.0,478.0,2.464,1.17,0.665,0.031,583.55,251.184,2011.0,2081.0,4092.0,0.117,0.109
A229,altavillamilicia,19.0,82.0,397.0,28.0,1117.0,2.628,1.339,0.734,0.04,633.518,281.259,4156.0,4149.0,8305.0,0.134,0.137
A230,altavillasilentina,15.0,65.0,166.0,11.0,428.0,2.418,1.215,0.605,0.045,511.539,253.568,3425.0,3571.0,6996.0,0.061,0.06
A231,altavillavicentina,5.0,24.0,32.0,6.0,53.0,1.395,0.684,0.158,0.105,408.197,224.135,5930.0,5956.0,11886.0,0.004,0.004
A233,altidona,11.0,109.0,35.0,4.0,71.0,1.821,0.949,0.256,0.051,531.996,246.082,1713.0,1784.0,3497.0,0.02,0.021
A234,altilia,18.0,78.0,40.0,0.0,94.0,2.293,1.073,0.439,0.024,506.4,239.908,362.0,318.0,680.0,0.138,0.138
A235,altino,13.0,69.0,39.0,0.0,92.0,2.19,1.143,0.476,0.119,395.674,260.662,1501.0,1592.0,3093.0,0.03,0.03
A236,altissimo,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.467,273.46,1115.0,1033.0,2148.0,0.0,0.0
A237,altivole,5.0,26.0,12.0,0.0,33.0,2.75,1.25,1.167,0.0,567.674,200.425,3477.0,3519.0,6996.0,0.005,0.004
A238,alto,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.915,15.436,67.0,70.0,137.0,0.0,0.0
A239,altofonte,19.0,82.0,404.0,29.0,1154.0,2.665,1.379,0.727,0.053,625.319,277.005,4810.0,5074.0,9884.0,0.117,0.118
A240,altomonte,18.0,78.0,133.0,5.0,313.0,2.268,1.116,0.551,0.014,461.931,217.54,2060.0,2144.0,4204.0,0.074,0.072
A241,altopascio,9.0,46.0,188.0,17.0,512.0,2.498,1.376,0.693,0.078,477.997,290.944,7670.0,7905.0,15575.0,0.033,0.036
A242,alviano,10.0,55.0,12.0,5.0,27.0,1.588,1.118,0.176,0.176,347.941,241.574,679.0,754.0,1433.0,0.019,0.025
A243,alvignano,15.0,61.0,186.0,15.0,540.0,2.687,1.328,0.672,0.035,583.392,252.416,2312.0,2386.0,4698.0,0.115,0.112
A244,alvito,12.0,60.0,47.0,4.0,103.0,2.02,0.784,0.196,0.039,500.946,246.064,1280.0,1278.0,2558.0,0.04,0.031
A245,alzanoscrivia,1.0,6.0,6.0,0.0,17.0,2.833,1.667,1.167,0.0,587.238,187.99,188.0,175.0,363.0,0.047,0.057
A246,alzanolombardo,3.0,16.0,99.0,13.0,248.0,2.214,1.241,0.661,0.08,474.074,306.228,6621.0,6911.0,13532.0,0.018,0.02
A249,alzatebrianza,3.0,13.0,19.0,6.0,51.0,2.04,1.04,0.48,0.12,436.118,273.977,2420.0,2427.0,4847.0,0.011,0.011
A251,amalfi,15.0,65.0,28.0,5.0,60.0,1.818,1.03,0.394,0.182,486.29,227.441,2371.0,2530.0,4901.0,0.012,0.013
A252,amandola,11.0,109.0,14.0,0.0,27.0,1.688,0.75,0.438,0.0,346.8,205.761,1697.0,1746.0,3443.0,0.008,0.007
A253,amantea,18.0,78.0,404.0,54.0,1058.0,2.31,1.181,0.493,0.074,539.66,264.412,6800.0,7141.0,13941.0,0.076,0.076
A254,amaro,6.0,30.0,4.0,0.0,4.0,1.0,0.25,0.0,0.0,387.215,126.081,418.0,432.0,850.0,0.005,0.002
A255,amaroni,18.0,79.0,74.0,0.0,186.0,2.416,1.195,0.481,0.013,479.756,225.299,845.0,898.0,1743.0,0.107,0.102
A256,amaseno,12.0,60.0,58.0,8.0,150.0,2.273,1.121,0.5,0.076,493.627,257.911,2133.0,2119.0,4252.0,0.035,0.035
A257,amato,18.0,79.0,20.0,0.0,43.0,2.048,1.0,0.524,0.0,487.515,159.003,379.0,405.0,784.0,0.055,0.052
A258,amatrice,12.0,57.0,49.0,0.0,95.0,1.827,0.712,0.308,0.038,537.283,213.151,1249.0,1109.0,2358.0,0.04,0.033
A259,ambivere,3.0,16.0,9.0,0.0,23.0,2.556,1.444,0.667,0.0,294.442,192.647,1224.0,1155.0,2379.0,0.01,0.011
A261,ameglia,7.0,11.0,36.0,13.0,88.0,1.796,0.98,0.327,0.163,476.399,288.585,2119.0,2216.0,4335.0,0.02,0.022
A262,amelia,10.0,55.0,142.0,15.0,336.0,2.14,1.115,0.561,0.057,521.131,252.633,5632.0,5850.0,11482.0,0.029,0.03
A263,amendolara,18.0,78.0,103.0,10.0,253.0,2.239,1.115,0.496,0.062,498.921,250.178,1389.0,1396.0,2785.0,0.091,0.09
A264,ameno,1.0,3.0,6.0,0.0,9.0,1.5,0.333,0.167,0.167,544.542,271.147,527.0,426.0,953.0,0.009,0.005
A265,amorosi,15.0,62.0,76.0,4.0,204.0,2.55,1.35,0.725,0.062,564.632,278.472,1331.0,1378.0,2709.0,0.075,0.078
A266,cortinad'ampezzo,5.0,25.0,4.0,5.0,11.0,1.222,0.667,0.111,0.444,275.664,222.437,2669.0,3067.0,5736.0,0.002,0.002
A267,ampezzo,6.0,30.0,5.0,0.0,10.0,1.25,1.0,0.0,0.125,411.326,224.508,479.0,483.0,962.0,0.01,0.017
A268,anacapri,15.0,63.0,14.0,0.0,29.0,1.812,0.938,0.25,0.062,537.184,237.275,3413.0,3547.0,6960.0,0.004,0.004
A269,anagni,12.0,60.0,309.0,51.0,804.0,2.233,1.158,0.578,0.078,501.834,264.04,10356.0,10715.0,21071.0,0.038,0.039
A270,ancarano,13.0,67.0,17.0,0.0,41.0,2.278,1.222,0.722,0.0,560.786,225.766,918.0,925.0,1843.0,0.022,0.024
A271,ancona,11.0,42.0,1349.0,183.0,3420.0,2.232,1.227,0.539,0.101,415.674,259.681,47596.0,51481.0,99077.0,0.035,0.036
A272,andali,18.0,79.0,14.0,0.0,26.0,1.733,0.933,0.4,0.0,481.379,155.886,334.0,354.0,688.0,0.038,0.04
A273,andalovaltellino,3.0,14.0,7.0,0.0,16.0,2.0,1.25,0.625,0.125,409.509,262.438,297.0,290.0,587.0,0.027,0.034
A274,andalo,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.265,159.629,558.0,571.0,1129.0,0.0,0.0
A275,andezeno,1.0,1.0,9.0,0.0,18.0,1.8,1.1,0.2,0.0,510.82,257.612,1021.0,1020.0,2041.0,0.009,0.011
A278,andora,7.0,9.0,84.0,17.0,191.0,1.891,0.99,0.446,0.158,444.533,243.481,3517.0,3810.0,7327.0,0.026,0.026
A280,andornomicca,1.0,96.0,55.0,8.0,141.0,2.238,1.127,0.571,0.143,462.371,283.8,1476.0,1589.0,3065.0,0.046,0.045
A281,andrano,16.0,75.0,51.0,0.0,119.0,2.245,1.038,0.491,0.0,518.534,195.004,2262.0,2404.0,4666.0,0.026,0.023
A282,andrate,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.465,288.018,264.0,228.0,492.0,0.0,0.0
A283,andreis,6.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.97,129.839,127.0,120.0,247.0,0.0,0.0
A284,andretta,15.0,64.0,38.0,4.0,79.0,1.881,0.976,0.071,0.048,475.302,275.151,839.0,924.0,1763.0,0.045,0.044
A285,andria,16.0,110.0,2355.0,199.0,7171.0,2.808,1.44,0.662,0.059,563.016,302.239,48621.0,49793.0,98414.0,0.073,0.074
A286,andriano/andrian,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,511.0,1042.0,0.0,0.0
A287,anela,20.0,90.0,10.0,0.0,19.0,1.462,0.615,0.308,0.077,476.585,199.082,305.0,304.0,609.0,0.031,0.026
A288,anfo,3.0,17.0,5.0,0.0,11.0,1.833,1.0,0.333,0.0,382.702,162.981,253.0,211.0,464.0,0.024,0.028
A290,angera,3.0,12.0,19.0,5.0,55.0,2.292,1.333,0.708,0.125,544.64,319.406,2589.0,2839.0,5428.0,0.01,0.011
A291,anghiari,9.0,51.0,32.0,5.0,85.0,2.297,1.243,0.595,0.135,404.122,257.374,2694.0,2790.0,5484.0,0.015,0.016
A292,angiari,5.0,23.0,10.0,0.0,20.0,1.667,0.833,0.25,0.0,617.147,285.405,1130.0,1186.0,2316.0,0.009,0.008
A293,angoloterme,3.0,17.0,17.0,0.0,36.0,2.0,0.556,0.5,0.056,561.506,216.204,1181.0,1162.0,2343.0,0.015,0.009
A294,angri,15.0,65.0,996.0,76.0,2944.0,2.746,1.439,0.68,0.047,535.691,287.052,16573.0,17329.0,33902.0,0.087,0.089
A295,angrogna,1.0,1.0,9.0,0.0,11.0,1.1,0.2,0.0,0.0,451.173,157.385,440.0,406.0,846.0,0.013,0.005
A296,anguillaraveneta,5.0,28.0,33.0,8.0,76.0,1.854,0.976,0.22,0.195,458.197,307.738,2079.0,2169.0,4248.0,0.018,0.018
A297,anguillarasabazia,12.0,58.0,298.0,26.0,704.0,2.173,1.176,0.472,0.052,537.842,252.639,9396.0,9716.0,19112.0,0.037,0.039
A299,annicco,3.0,19.0,15.0,4.0,35.0,1.842,0.895,0.368,0.0,486.404,247.085,984.0,1008.0,1992.0,0.018,0.017
A300,castellodiannone,1.0,5.0,12.0,0.0,35.0,2.692,1.692,1.231,0.154,527.473,246.196,971.0,884.0,1855.0,0.019,0.025
A301,annonedibrianza,3.0,97.0,5.0,4.0,11.0,1.222,0.667,0.111,0.111,297.616,267.186,1150.0,1156.0,2306.0,0.005,0.005
A302,annoneveneto,5.0,27.0,15.0,7.0,45.0,2.045,1.227,0.409,0.318,369.4,305.96,1912.0,1902.0,3814.0,0.012,0.014
A303,anoia,18.0,80.0,136.0,0.0,308.0,2.216,1.173,0.482,0.0,491.826,212.918,988.0,1104.0,2092.0,0.147,0.148
A304,antegnate,3.0,16.0,21.0,0.0,55.0,2.5,1.227,0.682,0.045,451.23,277.454,1621.0,1588.0,3209.0,0.017,0.017
A305,antey-saint-andre,2.0,7.0,7.0,0.0,11.0,1.375,0.75,0.125,0.0,260.62,132.311,278.0,287.0,565.0,0.019,0.021
A306,anterivo/altrei,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,196.0,400.0,0.0,0.0
A308,lamagdeleine,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,45.0,109.0,0.0,0.0
A309,anticolicorrado,12.0,58.0,12.0,0.0,26.0,1.733,0.867,0.333,0.067,547.12,224.876,415.0,426.0,841.0,0.031,0.031
A310,fiuggi,12.0,60.0,229.0,22.0,521.0,2.076,1.08,0.41,0.048,507.876,234.506,5060.0,5282.0,10342.0,0.05,0.051
A312,antignano,1.0,5.0,5.0,0.0,10.0,2.0,1.2,0.6,0.0,453.012,245.79,473.0,492.0,965.0,0.01,0.012
A313,antillo,19.0,83.0,22.0,0.0,59.0,2.682,1.364,1.182,0.0,518.695,194.007,427.0,430.0,857.0,0.069,0.07
A314,antonimina,18.0,80.0,13.0,0.0,32.0,2.462,1.154,0.692,0.0,485.273,231.55,637.0,619.0,1256.0,0.025,0.024
A315,antrodoco,12.0,57.0,44.0,0.0,111.0,2.362,1.128,0.447,0.17,501.633,268.276,1230.0,1191.0,2421.0,0.046,0.045
A317,antronaschieranco,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.885,37.116,198.0,208.0,406.0,0.0,0.0
A318,anversadegliabruzzi,13.0,66.0,4.0,0.0,11.0,2.2,1.0,0.2,0.0,293.434,219.056,161.0,162.0,323.0,0.034,0.031
A319,anzanodelparco,3.0,13.0,5.0,0.0,13.0,2.167,1.167,0.667,0.333,464.255,320.813,904.0,920.0,1824.0,0.007,0.008
A320,anzanodipuglia,16.0,71.0,20.0,0.0,36.0,1.714,0.81,0.095,0.095,518.265,192.036,557.0,612.0,1169.0,0.031,0.028
A321,anzi,17.0,76.0,25.0,0.0,52.0,1.926,0.926,0.444,0.111,430.087,256.986,765.0,829.0,1594.0,0.033,0.03
A323,anzio,12.0,58.0,1425.0,167.0,3615.0,2.271,1.205,0.587,0.057,542.678,257.729,25991.0,26344.0,52335.0,0.069,0.073
A324,anzoladell'emilia,8.0,37.0,60.0,7.0,179.0,2.672,1.373,0.701,0.06,469.12,286.546,6078.0,6292.0,12370.0,0.014,0.015
A325,anzolad'ossola,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.71,89.859,209.0,198.0,407.0,0.0,0.0
A326,aosta,2.0,7.0,411.0,76.0,953.0,1.957,1.041,0.386,0.119,377.599,252.526,15859.0,18057.0,33916.0,0.028,0.028
A327,apecchio,11.0,41.0,11.0,4.0,29.0,1.933,0.867,0.467,0.133,441.388,248.258,877.0,907.0,1784.0,0.016,0.014
A328,apice,15.0,62.0,141.0,10.0,401.0,2.656,1.278,0.762,0.04,522.627,261.679,2726.0,2778.0,5504.0,0.073,0.069
A329,apiro,11.0,43.0,12.0,0.0,28.0,2.0,1.0,0.357,0.071,415.961,244.916,1021.0,1108.0,2129.0,0.013,0.013
A330,apollosa,15.0,62.0,57.0,0.0,152.0,2.533,1.283,0.7,0.017,505.845,267.364,1275.0,1282.0,2557.0,0.059,0.06
A332,appianosullastradadelvino/eppananderweinstraße,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.97,228.664,7394.0,7495.0,14889.0,0.0,0.0
A333,appianogentile,3.0,13.0,20.0,6.0,57.0,2.192,0.923,0.577,0.192,407.538,259.968,3735.0,3954.0,7689.0,0.007,0.006
A334,appignano,11.0,43.0,17.0,0.0,50.0,2.5,1.35,0.7,0.0,484.008,284.548,1988.0,2131.0,4119.0,0.012,0.013
A335,appignanodeltronto,11.0,44.0,17.0,4.0,52.0,2.476,1.333,0.952,0.095,385.606,314.648,825.0,886.0,1711.0,0.03,0.032
A337,aprica,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,775.0,1543.0,0.0,0.0
A338,apricale,7.0,8.0,13.0,0.0,21.0,1.615,0.769,0.308,0.154,477.373,160.366,302.0,288.0,590.0,0.036,0.035
A339,apricena,16.0,71.0,326.0,30.0,908.0,2.551,1.309,0.654,0.056,535.04,247.401,6325.0,6487.0,12812.0,0.071,0.072
A340,aprigliano,18.0,78.0,92.0,6.0,256.0,2.612,1.367,0.622,0.102,490.357,277.371,1268.0,1323.0,2591.0,0.099,0.101
A341,aprilia,12.0,59.0,1700.0,197.0,4271.0,2.251,1.18,0.564,0.063,518.795,259.844,36024.0,36835.0,72859.0,0.059,0.061
A343,aquara,15.0,65.0,33.0,4.0,88.0,2.378,1.243,0.568,0.027,486.948,212.99,706.0,708.0,1414.0,0.062,0.065
A344,aquilad'arroscia,7.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,74.0,155.0,0.006,0.0
A345,laquila,13.0,66.0,987.0,87.0,2146.0,1.998,1.017,0.429,0.045,455.631,235.764,34425.0,35594.0,70019.0,0.031,0.031
A346,aquileia,6.0,30.0,28.0,9.0,54.0,1.459,0.865,0.189,0.108,339.428,202.223,1562.0,1666.0,3228.0,0.017,0.019
A347,aquilonia,15.0,64.0,42.0,6.0,83.0,1.729,0.833,0.312,0.125,446.47,211.809,811.0,765.0,1576.0,0.053,0.052
A348,aquino,12.0,60.0,116.0,20.0,333.0,2.449,1.301,0.603,0.066,548.003,304.373,2496.0,2566.0,5062.0,0.066,0.069
A350,aradeo,16.0,75.0,212.0,17.0,568.0,2.48,1.293,0.664,0.061,545.805,256.673,4342.0,4745.0,9087.0,0.063,0.062
A351,aragona,19.0,84.0,190.0,20.0,456.0,2.171,1.105,0.367,0.052,535.142,254.752,4455.0,4696.0,9151.0,0.05,0.049
A352,aramengo,1.0,5.0,11.0,0.0,20.0,1.818,0.909,0.091,0.0,634.217,222.88,283.0,281.0,564.0,0.035,0.036
A354,arba,6.0,93.0,8.0,0.0,17.0,2.125,0.875,0.5,0.0,603.799,172.705,670.0,642.0,1312.0,0.013,0.011
A355,tortolì,20.0,91.0,297.0,31.0,621.0,1.893,0.89,0.387,0.046,464.56,231.755,5263.0,5506.0,10769.0,0.058,0.053
A357,arborea,20.0,95.0,43.0,0.0,92.0,2.044,1.067,0.422,0.022,497.631,247.275,1924.0,1925.0,3849.0,0.024,0.025
A358,arborio,1.0,2.0,8.0,0.0,21.0,2.625,1.0,1.25,0.0,512.189,190.721,450.0,412.0,862.0,0.024,0.019
A359,arbus,20.0,111.0,150.0,18.0,336.0,2.0,0.917,0.315,0.071,504.592,242.75,2962.0,3042.0,6004.0,0.056,0.051
A360,arcade,5.0,26.0,18.0,0.0,54.0,2.571,1.571,0.857,0.143,501.66,356.962,2277.0,2245.0,4522.0,0.012,0.015
A363,arce,12.0,60.0,108.0,12.0,278.0,2.317,1.217,0.533,0.05,554.791,252.658,2714.0,2778.0,5492.0,0.051,0.053
A365,arcene,3.0,16.0,27.0,0.0,78.0,2.6,1.3,0.933,0.1,518.358,282.936,2432.0,2385.0,4817.0,0.016,0.016
A366,arcevia,11.0,42.0,28.0,6.0,57.0,1.676,0.706,0.235,0.147,451.496,250.433,2123.0,2240.0,4363.0,0.013,0.011
A367,archi,13.0,69.0,14.0,0.0,35.0,2.059,1.059,0.529,0.059,484.478,288.065,1013.0,1085.0,2098.0,0.017,0.017
A368,sannicolòd'arcidano,20.0,95.0,60.0,5.0,181.0,2.785,1.4,0.585,0.031,525.012,265.319,1271.0,1269.0,2540.0,0.071,0.072
A369,arcidosso,9.0,53.0,52.0,6.0,123.0,2.121,1.103,0.414,0.103,381.372,254.927,2091.0,2178.0,4269.0,0.029,0.029
A370,arcinazzoromano,12.0,58.0,23.0,0.0,44.0,1.833,0.792,0.25,0.083,557.097,224.205,637.0,640.0,1277.0,0.034,0.03
A371,arcisate,3.0,12.0,67.0,10.0,161.0,2.091,1.117,0.442,0.091,533.028,261.967,4844.0,5104.0,9948.0,0.016,0.017
A372,arco,4.0,22.0,74.0,25.0,194.0,1.96,1.04,0.515,0.192,287.03,241.017,8736.0,9197.0,17933.0,0.011,0.011
A373,arcola,7.0,11.0,114.0,17.0,279.0,2.13,1.061,0.527,0.153,502.814,283.559,4976.0,5278.0,10254.0,0.027,0.026
A374,arcole,5.0,23.0,18.0,9.0,56.0,2.074,1.222,0.407,0.222,408.206,287.992,3123.0,3184.0,6307.0,0.009,0.01
A375,arconate,3.0,15.0,39.0,0.0,101.0,2.405,1.286,0.619,0.071,505.603,228.124,3261.0,3388.0,6649.0,0.015,0.016
A376,arcore,3.0,108.0,99.0,22.0,227.0,1.876,1.157,0.446,0.099,432.761,277.728,8727.0,9149.0,17876.0,0.013,0.015
A377,arcugnano,5.0,24.0,18.0,0.0,41.0,2.278,0.889,0.611,0.0,490.021,228.886,3875.0,3872.0,7747.0,0.005,0.004
A379,ardara,20.0,90.0,15.0,0.0,34.0,2.125,0.75,0.5,0.0,478.839,296.231,387.0,369.0,756.0,0.045,0.033
A380,ardauli,20.0,95.0,21.0,0.0,38.0,1.583,0.625,0.125,0.125,478.45,216.161,387.0,442.0,829.0,0.046,0.034
A382,ardenno,3.0,14.0,19.0,0.0,49.0,2.227,1.0,0.5,0.091,528.805,293.758,1634.0,1617.0,3251.0,0.015,0.014
A383,ardesio,3.0,16.0,21.0,0.0,51.0,2.125,1.0,0.458,0.083,421.599,276.479,1729.0,1707.0,3436.0,0.015,0.014
A385,ardore,18.0,80.0,126.0,13.0,349.0,2.511,1.259,0.755,0.022,502.21,241.49,2388.0,2493.0,4881.0,0.072,0.07
A386,arena,18.0,102.0,34.0,0.0,98.0,2.649,1.378,0.892,0.027,477.716,217.369,643.0,675.0,1318.0,0.074,0.076
A387,arenapo,3.0,18.0,9.0,4.0,25.0,1.923,0.846,0.308,0.077,540.494,200.698,783.0,765.0,1548.0,0.016,0.014
A388,arenzano,7.0,10.0,47.0,14.0,100.0,1.639,0.967,0.295,0.164,461.286,268.93,5318.0,5930.0,11248.0,0.009,0.01
A389,arese,3.0,15.0,90.0,15.0,218.0,2.076,1.248,0.438,0.105,442.881,270.889,9308.0,9987.0,19295.0,0.011,0.013
A390,arezzo,9.0,51.0,1113.0,182.0,2801.0,2.163,1.184,0.49,0.087,453.687,270.724,47237.0,51022.0,98259.0,0.029,0.03
A391,argegno,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.215,505.318,333.0,339.0,672.0,0.0,0.0
A392,argelato,8.0,37.0,39.0,8.0,84.0,1.787,1.0,0.489,0.043,399.097,250.391,4803.0,4961.0,9764.0,0.009,0.009
A393,argenta,8.0,38.0,147.0,20.0,408.0,2.443,1.425,0.725,0.078,422.989,265.079,10187.0,10762.0,20949.0,0.019,0.022
A394,argentera,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,74.0,0.0,0.0
A396,arguello,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,92.0,196.0,0.0,0.0
A397,argusto,18.0,79.0,22.0,0.0,54.0,2.348,0.913,0.522,0.0,499.094,209.949,237.0,240.0,477.0,0.113,0.087
A398,ari,13.0,69.0,10.0,0.0,24.0,2.182,1.182,0.818,0.0,573.967,239.883,551.0,541.0,1092.0,0.022,0.024
A399,arianoirpino,15.0,64.0,344.0,45.0,892.0,2.293,1.254,0.527,0.095,507.817,272.158,10531.0,10966.0,21497.0,0.041,0.045
A400,arianonelpolesine,5.0,29.0,40.0,9.0,110.0,2.245,1.082,0.551,0.02,490.581,247.844,2023.0,2159.0,4182.0,0.026,0.025
A401,ariccia,12.0,58.0,282.0,40.0,671.0,2.084,1.146,0.404,0.078,524.988,270.83,8706.0,9481.0,18187.0,0.037,0.039
A402,arielli,13.0,69.0,6.0,0.0,14.0,2.333,1.5,0.667,0.0,603.53,187.183,530.0,591.0,1121.0,0.012,0.015
A403,arienzo,15.0,61.0,177.0,11.0,497.0,2.644,1.362,0.713,0.032,560.625,275.803,2626.0,2720.0,5346.0,0.093,0.094
A405,arignano,1.0,1.0,9.0,0.0,16.0,1.6,0.9,0.2,0.0,586.269,208.287,574.0,507.0,1081.0,0.015,0.018
A407,aritzo,20.0,91.0,27.0,6.0,66.0,2.0,0.879,0.515,0.121,445.531,198.785,667.0,598.0,1265.0,0.052,0.048
A409,arizzano,1.0,103.0,6.0,0.0,15.0,1.875,1.5,0.25,0.25,331.481,208.501,958.0,1013.0,1971.0,0.008,0.012
A412,arlenadicastro,12.0,56.0,11.0,0.0,37.0,2.846,1.538,1.077,0.077,399.427,263.575,420.0,397.0,817.0,0.045,0.05
A413,arluno,3.0,15.0,75.0,10.0,195.0,2.294,1.153,0.671,0.082,525.438,274.674,6082.0,6142.0,12224.0,0.016,0.016
A414,armeno,1.0,3.0,12.0,0.0,30.0,2.143,0.857,0.5,0.071,344.151,226.222,1041.0,1114.0,2155.0,0.014,0.011
A415,armento,17.0,76.0,14.0,0.0,27.0,1.929,0.714,0.571,0.0,507.304,146.387,281.0,297.0,578.0,0.047,0.034
A418,armo,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,57.0,117.0,0.0,0.0
A419,armungia,20.0,111.0,6.0,0.0,8.0,1.143,0.0,0.0,0.0,431.629,188.511,222.0,220.0,442.0,0.018,0.0
A421,arnara,12.0,60.0,46.0,0.0,99.0,2.062,1.062,0.396,0.021,508.382,230.455,1071.0,1183.0,2254.0,0.044,0.043
A422,arnasco,7.0,9.0,9.0,0.0,31.0,3.444,1.889,1.778,0.0,626.878,228.054,303.0,287.0,590.0,0.053,0.059
A424,arnad,2.0,7.0,6.0,0.0,9.0,1.5,0.333,0.333,0.0,394.15,199.28,593.0,652.0,1245.0,0.007,0.003
A425,arnesano,16.0,75.0,93.0,9.0,254.0,2.49,1.108,0.686,0.078,535.257,291.101,1982.0,2013.0,3995.0,0.064,0.056
A427,arola,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.877,242.001,119.0,117.0,236.0,0.0,0.0
A429,arona,1.0,3.0,182.0,40.0,422.0,1.901,1.005,0.401,0.131,481.764,259.883,6441.0,7347.0,13788.0,0.031,0.03
A430,arosio,3.0,13.0,20.0,0.0,44.0,1.913,0.87,0.348,0.13,430.147,266.75,2506.0,2633.0,5139.0,0.009,0.008
A431,arpaia,15.0,62.0,94.0,10.0,241.0,2.317,1.317,0.548,0.067,508.889,245.022,991.0,1003.0,1994.0,0.121,0.137
A432,arpaise,15.0,62.0,30.0,5.0,67.0,1.914,0.971,0.457,0.086,467.184,236.389,374.0,363.0,737.0,0.091,0.094
A433,arpino,12.0,60.0,86.0,14.0,207.0,2.07,1.16,0.52,0.03,485.984,229.403,3378.0,3565.0,6943.0,0.03,0.033
A434,arquàpetrarca,5.0,28.0,10.0,4.0,26.0,1.857,1.071,0.5,0.143,374.429,217.543,930.0,928.0,1858.0,0.014,0.016
A435,arquàpolesine,5.0,29.0,13.0,6.0,32.0,1.684,1.053,0.158,0.263,348.642,360.403,1318.0,1362.0,2680.0,0.012,0.015
A436,arquatascrivia,1.0,6.0,53.0,16.0,165.0,2.391,1.275,0.725,0.188,431.416,292.678,3064.0,3246.0,6310.0,0.026,0.027
A437,arquatadeltronto,11.0,44.0,13.0,0.0,25.0,1.667,0.933,0.267,0.067,457.172,197.033,536.0,525.0,1061.0,0.024,0.027
A438,arre,5.0,28.0,10.0,0.0,28.0,2.545,1.455,0.636,0.182,317.813,175.332,1070.0,1050.0,2120.0,0.013,0.015
A439,arrone,10.0,55.0,35.0,4.0,79.0,2.026,1.205,0.359,0.051,437.714,285.905,1307.0,1389.0,2696.0,0.029,0.034
A440,arzagod'adda,3.0,16.0,9.0,0.0,13.0,1.182,0.455,0.0,0.091,482.075,168.407,1364.0,1346.0,2710.0,0.005,0.004
A441,arsagoseprio,3.0,12.0,25.0,0.0,59.0,2.185,1.259,0.63,0.074,502.766,284.953,2404.0,2401.0,4805.0,0.012,0.014
A443,arsiè,5.0,25.0,13.0,0.0,29.0,1.812,0.875,0.25,0.188,426.911,300.521,1090.0,1139.0,2229.0,0.013,0.012
A444,arsiero,5.0,24.0,11.0,0.0,23.0,1.643,0.714,0.143,0.143,349.677,252.019,1567.0,1517.0,3084.0,0.007,0.007
A445,arsita,13.0,67.0,6.0,0.0,10.0,1.429,0.571,0.143,0.143,423.949,249.683,393.0,409.0,802.0,0.012,0.01
A446,arsoli,12.0,58.0,25.0,4.0,45.0,1.552,0.621,0.069,0.034,463.019,247.506,674.0,767.0,1441.0,0.031,0.023
A447,artaterme,6.0,30.0,14.0,0.0,29.0,1.706,1.118,0.412,0.0,395.041,289.857,1025.0,1042.0,2067.0,0.014,0.018
A448,artegna,6.0,30.0,18.0,0.0,42.0,2.1,1.25,0.7,0.1,470.882,256.025,1381.0,1460.0,2841.0,0.015,0.017
A449,artena,12.0,58.0,325.0,28.0,858.0,2.431,1.198,0.581,0.057,568.879,264.19,6836.0,6926.0,13762.0,0.062,0.061
A451,artogne,3.0,17.0,22.0,0.0,44.0,1.833,0.917,0.25,0.042,523.786,245.614,1795.0,1758.0,3553.0,0.012,0.013
